"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"4083","A Gentleman in Moscow: A Novel","Best book ever","Frances Weintraub","0143110438","RVF0G6B1CGKUB","1555644677","My new favorite book!  Such a pleasure to read.  Well written, great story and characters.  I did not want to put it down yet I also didn’t want it to end.",5
"4084","Pet Sematary: A Novel","Read this in order to understand ""Dr. Sleep""","J. Cornell","198211598X","R2LJT69K93LMAP","1555644894","I grew up with Stephen King . . . Mom is a big fan of horror books and film. Having read many (not all) of his works, I was surprised that ""The Shining"" had not been one of them. I am glad that I read this (not only to get any references made in ""Dr. Sleep""), but just because it was a good read. I enjoyed it and was able to keep the Kubrick film version out of my mind (for most of it).",4
"4085","A Gentleman in Moscow: A Novel","One of those books that get better as it goes along","J. H. Lott","0143110438","RUB2Z9MTDFVGO","1555644977","This man writes quite beautifully. His sentence construction is immaculate and any hint if sentimentality is immediately offset by suggestions of philosophy, humour or gentle drama. This is almost certainly the best piece of writing it has been my pleasure to experience over the last couple of years and I feel immeasurably better for having read it.",5
"4089","Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","Tactical & helpful","Danielle Lilleux","1400209609","R3RKFUR9CIEIEU","1555645138","In Girl Stop Apologizing, Rachel Hollis shares practical advice for how to tackle your dreams and goals. Part 1 is Excuses to Let Go Of, Part 2 is Behaviors to Adopt, and Part 3 is Skills to Acquire. I found parts 2 & 3 to be especially tactical & helpful! Rachel breaks down how she sets and achieves goals. Reading this book has helped me to clarify and prioritize my goals, and learn how to focus on the big picture and avoid getting bogged down in details. This book will help you be ready to get after it and do the work!I was given an advanced reader copy from the publishing company.",4
"4095","A Gentleman in Moscow: A Novel","Enjoy this","JG","0143110438","R10J6N6OIQM5EW","1555645997","If you agree, or have suspected, that the measure of a life is not what happens to you but how you respond to it then this story will be immensely satisfying to you. A true pleasure to read.",5
"4098","The Woman in the Window: A Novel","Time wasting, movie deal shopping and people pleaser novel","Alice","62678426","R7TXEX7EFSKM1","1555646264","It's an easy read and I guess it kind of keeps you guessing however, the protagonist is hard to relate to, there's some predictability to the plot. Even though I would not recommend it I concede that it has a wonderful first lines.",3
"4100","Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","Great for Business Owners!","Lens Flare","1400209609","R27RHN4F4ARB1E","1555646446","This was a super quick read. I received an ARC for this book, so I was able to read it about a month ago. Great book for business owners, or if you are stuck in a rut and have a goal to achieve. She shares a lot about her life, so some people might not be able to empathize since she has been super successful. But, that part also made me hopeful that I could do the same thing. I can be successful and achieve my goals. For future: She might do well to do a book interviewing people in all stages of their businesses or goals.",5
"4101","A Gentleman in Moscow: A Novel","Superb novel !","Carole Siniawer","0143110438","RGYKN5DRD6BN8","1555646477","I didn't want this novel to end. I wanted to stay in the world of the Metropol that Amor Towles  so artfully created.This novel was beautifully written, and the characters at the hotel who become Count Rostov's ""family"" and even those who slip in for a short appearance are superbly drawn. I liked ""Rules of Civility"" -- I loved ""A Gentleman in Moscow.""",5
"4105","Daisy Jones & The Six: A Novel","Riveting","Amazon Customer","1524798622","R3EH668E6GDOHT","1555646580","This book made me want to do all the things I regret I never did. It made me want to learn to sing, write songs, and play the piano so see if I could be as passionate and talented as the characters in the book.  I was riveted to every page. I kept looking to see if Daisy Jones or The Six had ever been real. You won't regret this one.",5
"4106","Life Will Be the Death of Me: . . . and you too!","Sad, funny, and wonderful book!","mr freeze","0525511776","R3MFSAO6JRSLNW","1555646633","I've been a longtime fan of Chelsea Handler. I listened to the entire book on Audible in less than 24 hours. It is her blunt, deadpan delivery that makes her so hilarious. This book goes deep into her upbringing, her family, and her experience with a therapist who she connected with and who helped her unbury the pain that resulted from her brother's death when she was 9. It made me understand her more, and it made her relatable. After all, who didn't grow up in a family with at least some dysfunction? Having Chelsea read the book made me feel like I was listening to her do a monologue on her show. I laughed, I felt her pain, and there were even takeaways from her experience that one can apply to their own life. And for the record, the chapter on Bert and Bernice had me laughing out loud. I listened to part of it while at work, and I had to pop my head into my coworkers office to say ""if you hear me laughing, it's because I'm listening to Chelsea Handler's book."" I highly recommend.",5
"4107","Run Away","An interesting read","MKS","1538748460","R3UX74FH6AWWQM","1555646854","The book starts out slow for me, but picks up and turns out to be very interesting. I've been a fan of Harlen Coben books for a few years now. He is a very good writer of interesting stories.",4
"4109","A Gentleman in Moscow: A Novel","Great","John L","0143110438","RBLBKCGJL1OHG","1555646897","Very pleasant tale, set in an interesting era of Russian history. Makes you appreciate how much you miss manners and integrity, sadly lacking in the selfie genr ration. Very enjoyable read.",5
"4111","Too Much Is Not Enough: A Memoir of Fumbling Toward Adulthood","4 1/2 Stars","R. Patrick Baugh","525574859","R1L8WIH3YRTR9X","1555647301","I guess he did warn us with the picture on the front that reads ""A Memoir of Fumbling Toward Adulthood"", but I was disappointed that he stopped his tale at the point he got his first Broadway show - after all, he's been in 2 of the biggest hits in the past 15 years, I'd have liked to hear about his work on them and his famous friends (Gavin Creel is the only semi-famous person that appears in this book).  I guess he's holding out for a 2nd book?Part inspiration for future actors, part a sad tale of love(s) gone wrong, but all heart, this really is a lovely debut for the author.  He's sassy and brassy in all the right places, you'd definitely want to be in his posse in late night NYC.",5
"4112","Girl, Stop Apologizing: A Shame-Free Plan for…","Rachel Hollis is FIRE!!!!","Danielle LeBeau","1400209609","R2S3F3LZH0ODG9","1555647361","First off! I LOVE Rachel Hollis! I fell in love with her book Girl wash your face and I can’t help but love this book just as much. This book is a book where you almost don’t want to give out for fear of not having it returned. If you are a mother, wife, friend, entrepreneur, or just a person looking for a little inspiration and motivation, this is your book. I would give more than 5 stars if allowed.Note: I received an advanced readers copy of this book by the publisher.",5
"4113","SHOUT","Intense but so, so, so good","Samira P.","670012106","R27VFX58LMHVJ4","1555647389","Wow, what a great book. Intense but informative and keeps you sucked in. Definitely a good idea to read her other books first. A definite must read.",5
"4114","Cat and Nat's Mom Truths: Embarrassing Stories and Brutally Honest Advice on the Extremely Real Struggle of Motherhood","Love this book!!!","Chris","525574913","R2KIURLUPWUELD","1555647480","You must read this book!!! It’s so relatable and well written. A laugh out loud masterpiece!!!! <U+2764><U+FE0F>",5
"4118","A Gentleman in Moscow: A Novel","A beautiful and heartwarming story","Richard C. Reynolds","0143110438","R1TNECTLSQNRMF","1555647857","Shortly after Count Alexander Rostov’s house arrest at Moscow’s Metropol Hotel, he makes the acquaintance of Nina, a precocious nine year old who takes him on various adventures throughout the hotel looking for secret rooms and passages.  Getting the “lay of the land,” he is able to enlarge his living quarters by knocking out the closet’s rear wall and gain access to the vacant room on the other side.The count’s sentence apparently has no ending so he is witness to some thirty-plus passing years as a resident and later an employee.  Nina returns much later but is not the only woman in the count’s life; he has the occasional tete-a-tete with a prominent actress who helps the count in several difficult moments, thanks to her connection with key Soviet officials.  Nina is searching for her husband but has her own daughter in tow, six year old Sophia.  This time, Nina manages to sweet talk the count into taking care of Sophia while she’s gone.  At first, the count is apprehensive but gradually he assumes the role of Sophia’s father while Nina is away.Towles is a clever writer and easily gets the reader committed to follow the lives of these characters as if they were family.  He also comments on the passing political scene as Joe Stalin comes to power, the Russians withstand the German onslaught in WWII, Stalin dies, and Nikita Kruschev rises to power.  He also notes the change in the cultural scene with some unexpected humor.  When jazz is performed at the hotel, the count remarks about a peculiar song dealing with the absence of bananas.  On the political scene, he posits what might happen if a person seized the illegitimate daughter of a Politburo member and put her in a home:  such initiative would be rewarded with a blindfold and a cigarette.An enjoyable reading experience as Count Rostov manages to have a full and meaningful life though constrained within the boundaries of a luxury hotel.",4
"4122","Pet Sematary: A Novel","Fantastic","Anthony De Carlo","198211598X","R26EC9CUJP6YYL","1555648163","Now I know why this book was a classic! Exceptional story by King. Can't wait to read the sequel Dr. Sleep",5
"4126","Where Cooking Begins: Uncomplicated Recipes to Make You a Great Cook","Money-Saving Cooking! Amazing Recipes","RKE","525573348","RI48B37SIXP4T","1555648590","The approach of this book—shop for what you'll eat, use up everything you bought—is genius. I was in a trap of big-shopping, then tossing out stuff that had gone moldy or mossy before we got to it. This book shows you technique (that seems totally doable, with step-by-step photos) and gives you recipe, but also tells me how to shop so that I want to cook everything.",5
"4127","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Interesting book about solving cold cases","Gershon Lehrer","62319795","R2BVZ572YG22YA","1555648638","The author attempted to solve an old cold case, using new DNA techniques which did not exist yet when the authorities first attempted to find the criminal.After many years they finally managed to catch him, with a big share due to the technology which was developed for hobbyists, namely genealogists.Unfortunately, the author, Nicole, did not live to see the case resolved.The book is in some chapters a bit too wordy, but that is partly because it is slightly written as a diary.",4
"4131","A Gentleman in Moscow: A Novel","A delightful read.","Jay","0143110438","R3RX288975MY3I","1555648817","A delightful read from start to finish. Count Rostov is an interesting character who has a true appreciation for life. He's someone I might cherish as a learned and gracious friend who had made the most of challenging circumstances.",5
"4133","A Gentleman in Moscow: A Novel","A Must Read","susieq","0143110438","R3VCX7YGL2WODE","1555649177","This was one of the best novels that I have read in 2017.  It was a book club pick for us.  Every one loved the writing, the story and the characters.  Just a fabulous book",5
"4134","Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Book was nice","Lisa Loo","1476753830","RGRI1RIF8V9KC","1555649345","Book looks nice and informative. Packaging could have been better. Book was just placed in envelope. A box would have been better.",5
"4136","A Gentleman in Moscow: A Novel","I liked the story","capphobby","0143110438","RGEUSOYD9JPXN","1555649537","Even though it was difficult keeping track of the characters' Russian names, I liked the story.  It thought it was very creative and I thought that I would like to meet the Count in person!",4
"4142","A Gentleman in Moscow: A Novel","Great Novel","bortz","0143110438","R33RGK6MLJ0PEQ","1555649957","I must write this was one of the most clever novels I've read in years, I'm a big mystery reader, so we read this for our book club and I must say I enjoyed every page and made a great discussion.  Thank to the author!",5
"4143","A Gentleman in Moscow: A Novel","Fascinating Characters; Weak Plot","SLO Shirl","0143110438","RPITF1OQY0JXB","1555650077","This was well written and had excellent characterization, but very little actually happened. It needed to be much shorter.",3
"4145","The Woman in the Window: A Novel","Terrific mashup of Rear Window, Girl on a Train, and Gaslight","Heather MM","62678426","R52GXXCI4EAKA","1555650468","In The Woman in the Window, A. J. Finn draws inspiration from classic Hitchcockian suspense films and the slew of successful “Girl” psychological thrillers in his mashup of Rear Window, Girl on a Train, and Gaslight. Although the writing is uneven at times and the story feels familiar, it’s a nice addition to the genre and it’s going to make a terrific movie.Anna Fox hasn’t left her house for months, due to a crippling case of agoraphobia. The cause of her anxiety is a mystery within the mystery, and its revelation is a gut punch. As a former psychologist, she knows exactly how to treat her condition, but is unable to manage. The irony doesn’t escape her, and she tells the tale with a detached, sardonic, and often very funny voice.The beginning of the book establishes her routine, which consists of spying on her neighbors, watching classic mystery movies, and consuming large amounts of merlot and prescription pills. The occasional visits from therapists, interactions with the downstairs tenant, and phone calls with her separated husband and daughter are the only things that break the monotony. It seems she could continue in this depressed lifestyle for a long, long time, wandering through her Harlem brownstone in semidarkness. Before long, the five-story house feels claustrophobic, even to the reader.It must be difficult for an author to give a character motion in such a closed setting, but Finn’s abundance of synonyms jarred after a few unusual instances. Anna surges, steals, stalks, subsides, slopes, scurries, scuttles, and shuffles into rooms. She pivots and pours, keels and clops, wades, lurches, ebbs, travels, trips, treads, trudges, fumbles and flies around her house. Sometimes the thesaurus needs to go back on the shelf and a character should simply walk.The Russell family moves into the neighborhood, giving Anna something new to watch through the powerful zoom lens of her camera. The teenage son, Ethan, and later his mother, Jane, visit Anna and she soon suspects the family’s dysfunctional. One day, she hears a scream from their house, then days later, while spying on them, she sees Jane murdered.Or does she? The police are skeptical about her story, especially since her blood alcohol level is twice the legal limit and her meds can cause hallucinations. The Russells deny anything happened, and a new Jane Russell is conjured from Boston. The frustration Anna feels at being dismissed felt visceral to me, perhaps even more so with all the #metoo stories of women not being believed in the news. But the police raise good questions. Perhaps Anna’s confusing the Hitchcock movies she adores with reality.The way the truth comes out disappointed me, although I believe it’s a common method in Hitchcock films. And parts of the villain’s persona didn’t gel with me. Would this person really “giggle” so often while disclosing the evil plans? And some of the methods used to unhinge Anna seemed a stretch. But the plot is tight, which is satisfying.A real strength of the book is the descriptions of Anna’s panic attacks when she attempts to step outside the house. Her stream-of-conscious thoughts place us right beside her, experiencing her fear. “And then it bulges toward me, swelling, now rushing, a boulder flung from a catapult; slams me with such force, walloping my gut, that I fold. My mouth opens like a window. Wind whips into it.” Powerful writing. Knowing Anna’s backstory, we root for her to conquer her fear, and when she does, it’s almost more satisfying than a well-plotted mystery becoming clear.But not as satisfying as hearing the previously dismissive detective tell her, “I owe you an apology.”",4
"4148","Run Away","Harlan does it again!","MKS","1538748460","R1GYRR7ABT3TIM","1555650552","Harlan Coben has done it again. A story with many twists and turns. I couldn’t put the book down. He is one of my favorite authors.",4
"4152","A Gentleman in Moscow: A Novel","Loved this book","D.P. McHenry","0143110438","R1VBZHKYLX7B25","1555650922","Enjoyable dialogue, history, content, characters are woven together into a terrific story of friendship, family, Soviet era life and Russian lit.",5
"4153","Wolf Pack (A Joe Pickett Novel)","Excellent entry in the Joe Pickett series","Wendell Henderson","525538194","R14LH9UWMQZSXD","1555651030","I have read all of C.J. Box's Joe Pickett novels ( as well as most of the non-Pickett ones) and he has yet to disappoint.  While it is true that this is undoubtedly the most violent in the series, with a high body count, it is also a crackling good yarn with interesting characters, a solid pace and Box's usual humorous asides about the life and work of a Game Warden.  If one has not read a Pickett novel previously, this is probably not the best place to start.  But it is an entertaining piece of work and highly recommended.",5
"4154","The Woman in the Window: A Novel","So good didn’t want it to end!","Kindle Customer","62678426","RT97FGZ1GT18I","1555651035","Wonderful suspense filled book!  This was the first book in a long while that I couldn’t put down.  I stayed up way past my bedtime time after time as I just couldn’t stop reading! A must read!",5
"4157","A Gentleman in Moscow: A Novel","Memorable","Mary K.","0143110438","R2BHS5SQDBHZFN","1555651217","This book was so well written, it was difficult to put down. I can’t recommend this book enough. I hope you enjoy it as I have!",5
"4159","Run Away","Money solves everything","booklizard","1538748460","RU4CYS9KWETA5","1555651667","I seem to be in the minority of reviewers as Runaway is just okay in my opinion. Eminently readable but there was nothing substantial that kept me flipping pages.Simon is fine as the worried dad willing to do anything to get his daughter back. Anything seems to mean throwing large sums of money at the problem while doing the, oh shucks, Daddy isn't cool shtick.Many pages are devoted to Simon's worship of his beautiful wife who remains something of a cipher while keeping a secret crucial to the investigation.Kids are basically just filler.To give Mr. Coben credit, he certainly nails the college admissions process and is on top of the DNA advances that are helping solve crimes.Everything is wrapped up neatly in the end and tied with a very expensive bow.",3
"4161","Can't Make This Stuff Up!: Finding the Upside to Life's Downs","So glad I bought this book","Lisa Kersten","1400208017","R3PB33GJ8TH0Y7","1555651742","This book is amazing! I especially love chapter 4. I am so happy that I bought this book. It was very hard to put down once I began reading.",5
"4166","A Gentleman in Moscow: A Novel","Fictional","Tracie J. Owens","0143110438","R31YAS2XLJ9WSN","1555652417","I loved the characters and the writing but did not like that it's described as historical victi3on,,  hits a well written story.",4
"4168","The Woman in the Window: A Novel","Stunning!","monkey","62678426","R2FJ22AZRGYY9Q","1555652624","Beautiful inside look at mental illness! I can't believe the author is a man! Well done! I'd recommend this intriguing story to anyone!",5
"4171","A Gentleman in Moscow: A Novel","A Gem","Richard P. Anderson","0143110438","R3124N1VNL3O5K","1555652837","Marvelous book. Every once in awhile you read a book that you are genuinely sad to see end. The subtle humor, the historical setting, the loveable characters, and the wonderful story all combine to create a reading experience you will long remember.",5
"4172","Hungry Girl Simply 6: All-Natural Recipes with 6 Ingredients or Less","I sure wanted to like her newest cookbook","Amazon_Customer","1250154529","R2P1NNDDCW324T","1555652865","I'm not sure what's up with cookbook authors writing healthy cookbooks that use oats and nuts in their recipes. I bought Hungry Girl Simply 6: All-Natural Recipes with 6 Ingredients or Less as some of her breakfast recipes looked really good. I discovered a lot of her breakfast recipes used nuts or oats. As this was the primary reason for buying her cookbook, her recipes would not work for me as I am allergic to both, I sent her cookbook back.Some of her other recipes looked pretty except they used squash as a pasta replacement. My husband does not like squash.I have returned her cookbook as most of the recipes would not work in my family.Recommend with caveats given.",3
"4176","Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Cooking Info from Salt, Fat, Acid, Heat","Lisa Loo","1476753830","R2GT8ALKX7QPRE","1555653355","I have not quite finished reading the entire book. It is rather large, I am a slow reader, > and I have never liked reading since the 5th grade when the teacher made reading one book a week mandatory > > and we had to write a summary of the book for homework. Yeach!!@! Anyway back to Salt, etc. It has been interesting for this novice cook > > I am nowhere near being referred to as a chef. There are references in the book to items that were unfamiliar to me, so I have learned about new things and have had some of my knowledge reinforced. In general > > a great reference tome. I mentioned it to a chef friend of mine at the local Bourbon Cellar Restaurant (Google it in Scottsdale, AZ.) He said it was one of his mandatory readings and always has a copy.
AZSteve
Ciao.
Keep BBQing!!",5
"4178","A Gentleman in Moscow: A Novel","Revolutionary Change","cynthia breunlin","0143110438","R1AV16Q5M2KX1M","1555653677","Delightfully conceived and developed plot with several large life lessons along the way: make more out of less; be open to change; courtesy and kindness result in riches after all. I did not want the book to end; I could have 'lived longer' in the Metropol hotel.",5
"4183","A Gentleman in Moscow: A Novel","Amazing Book","D.P. McHenry","0143110438","R2JZZSFXA3Q6WG","1555654042","A Gentleman in Moscow shows the best in humanity. The Count is everything a person strives to be. His story is delightful. The staff and guest of The Metropol Hotel charms the reader. Simply a great book.",5
"4186","Diary of an Awesome Friendly Kid","A great addition to this series!!!!","Jenny Kay","141974027X","R2HH8RP15316TG","1555654162","My kids loved Rowley’s version of diary of a wimpy kid!!! Read in a day! A great addition to the series!!",5
"4187","Pet Sematary: A Novel","A Favorite King Novel","Todd J Nesbitt","198211598X","R3B3R7MU0ZZ6A1","1555654456","I read this book several years ago but I am so glad  I re-read it before starting Stephen King's sequel to this book called ""Dr. Sleep"" which continues the story of Dan Torrance as an adult.This book just takes you into the characters flaws as well as their humanity. It can be a bit gory at times but that goes hand in hand with the story.I feel this is one of the best books I have ever read and know I will read it several times in the future.Do yourself a favor and give this book a try even if you don't think it is 'your kind of book.' The characterization and non-stop suspense will keep you turning the pages.Stephen King is a national treasure.",5
"4189","The Woman in the Window: A Novel","Four Stars","Bill Bombard","62678426","R1JE01PFF6QBFI","1555654539","Starts slow, but worth the wait. Hoping they make a movie from this book.",4
"4190","Discrimination and Disparities","Disparities don't automatically (or even usually) equal racial Discrimination","Richard Kirk","1541645634","R1Q9OT5ULW4OPP","1555654544","“Just the facts, ma’am.”  That was Joe Friday’s interrogation refrain on Dragnet.  The same comment could serve as the sub-title of Thomas Sowell’s recent book, Discrimination and Disparities.  Few works focused on politically explosive topics maintain such a consistent focus on empirical evidence while avoiding rhetorical jabs at opponents.  On the other hand, empirical evidence cuts deep, especially when critics can’t protest the author’s “nasty” style.  As radio talker Larry Elder observes, “Facts are to liberals what kryptonite is to Superman.”Sowell’s title, if employed by a member of the leftist intelligentsia, would doubtless imply a causal link between statistical disparities and some form of discrimination--usually racial. Sowell, by contrast, marshals an abundance of evidence to show that this automatic assumption isn’t justified.  Focusing simply on statistical probabilities, Sowell notes that if five prerequisites are needed for success in a particular field, and if the chances are two out of three that any person will have each characteristic, the chance of possessing all five characteristics is still only one in eight--a calculation that helps explain why most pro golfers have never won a PGA tournament while Arnold Palmer, Jack Nicklaus, and Tiger Woods have collectively won over 200 times.  Consequently, “Given multiple prerequisites for many human endeavors, we should not be surprised if economic or social advances are not evenly or randomly distributed among individuals, groups, institutions or nations at any given time.”Among leftists, however, assumptions about the random distribution of characteristics stand at the heart of various discrimination suits.  Thus, if proportionately more blacks than whites are given tickets for speeding, this statistic provides for them prima facie evidence of racial discrimination.  Sowell, however, offers clear counter-evidence that black drivers are more likely to exceed the speed limit than white drivers.  Similarly, the assumption that racial discrimination is the primary reason blacks are overrepresented in the prison system is countered by noting that blacks are vastly overrepresented as both perpetrators and victims of murder--a crime that’s hard to ignore.  Sowell further observes that fatherlessness clearly increases the likelihood that a person will end up in prison since a majority of prisoners “were raised with either one parent or no parent” --a domestic circumstance that applies to well over half of all black kids in the U.S.In short, Sowell shows that many or most of the disparities that afflict black Americans are due to behaviors to which even other blacks have objected.  In the early twentieth century, for example, long-time black residents in Chicago publicly chastened new arrivals from the South for behaviors that would, and eventually did, have negative repercussions for the entire community.  Today, however, most black leaders ignore the plain fact that merchants in high crime areas, for example, must charge higher prices to squeeze out lower profits than stores in safer parts of town--preferring to blame the proprietors’ racist-fueled greed. Only blacks who’ve moved to safer suburbs can be counted on to protest  government policies that again place large groups of unsavory characters near them under the failed assumption that a middle class environment will alter bad habits.Sowell also provides surprising examples of cases where the desire for profit actually won out over racial discrimination.  Early in the twentieth century, for instance, attempts to maintain a white Harlem were foiled by the sheer economic advantages available to landlords who ignored the neighborhood’s segregation policy.  Likewise, privately owned municipal transit groups and railroads both protested and often ignored laws that mandated segregated facilities.  Indeed, railroad management actively worked with Homer Plessy to overturn segregation mandates in that industry--a legal effort that ended unsuccessfully with the Supreme Court’s Plessy v Ferguson “separate but equal” decision in 1896.  Amazingly, Sowell shows how the profit motive often trumped segregation laws or compacts even in apartheid South Africa and in the post-bellum South.  Put succinctly, it was racist politicians, not transit owners, who insisted that Rosa Parks sit at the back of the bus.Sowell focuses additional attention on well-intended government policies that succeeded in increasing, not decreasing, racial disparities.  In this regard significant space is devoted to the negative consequences of minimum wage legislation.  Sowell notes that in 1948, when the minimum wage was economically inconsequential, black teen unemployment was actually lower than white teen unemployment and a fraction of its rate when the minimum wage was substantially increased.  Sowell also laments the destruction of a traditionally stellar black educational institution, Dunbar High School in Washington D.C., when self-sorting, education-focused black families and students were subjected to politically-driven and empirically-destructive fantasies that involved bussing and the abolition of selective institutions like Dunbar.Similarly, in order to racially “unsort” neighborhoods (as they “unsorted” schools) politicians ignored economic facts that explained why banks (including black-owned banks) disproportionately rejected blacks’ mortgage applications.  Instead, legislators insisted that financial institutions lower lending standards to achieve the politically desired “random” racial distribution of house ownership--a misbegotten policy whose economic chickens came home to roost in 2009.  Meanwhile, various government laws that decreased the supply of housing and increased prices were “successful” at reducing the Bay Area’s black population in 2005 to less than half its number in 1970.Throughout the book Sowell discusses a number of other factors that clearly lead to “disparities,” leaving aside the kneejerk assumption of racist motives.  Being first-born or an only child, for example, has immense advantages, benefits indicated by the fact that twenty-two of the twenty-nine original Apollo astronauts fell into one of those two categories. Additionally, in a chapter titled “The World of Numbers” the author debunks several beliefs about disparities that are rooted in false assumptions about statistics and the lack of economic mobility.  Thus, one study found that 95% of the people in the bottom income quintile were no longer there fifteen years later and that 29% of them had risen to the top quintile.  Elsewhere Sowell explains how falling “household” incomes are consistent with rising “personal” incomes simply because the average size of a household has fallen substantially.  (A two-person household where each individual earns $20,000 represents a household income of $40,000.  But if both members of the household begin to earn $30,000 and establish separate residences, the income of each one-person household is now 25% below what it was before.)Much of Sowell’s book is recapitulated in his final chapter--and with a bit more rhetorical intensity than previously exhibited.  A few new topics, however, like the destructive consequences of a grievance mentality and “black English,” are also addressed.Overall, Sowell’s book is a protest against the unfounded assumption that “there would be no disparate outcomes unless there were disparate treatment.”  Sowell observes that this ideologically-driven assumption “seems almost impervious to evidence.”  Accordingly, those who cling to this dogma with religious fervor will likely avoid Sowell’s fact-filled book like  kryptonite.  Folks with less dogmatic proclivities, however, would do well to peruse this concise work.Richard Kirk is a freelance writer living in Southern California whose book Moral Illiteracy: ""Who's to Say?""...  is also available on Kindle .",5
"4195","A Gentleman in Moscow: A Novel","I thoroughly enjoyed every page of this book as it took me ...","Stephanie King","0143110438","R2NMULW9TW9O2X","1555654817","The sentence structure alone is magnificent.  I thoroughly enjoyed every page of this book as it took me through history and the life of a true gentleman, at a time when there were not many.",5
"4196","Run Away","Another great book by Harlan Coben.","MKS","1538748460","R22HJYRN2KOP5J","1555655176","Loved this book. It caught my attention in the promos and I was hooked after the first page. It has great characterization and well explained events involving this’s characters. I’ve several books by this author and this might be my favorite one.",4
"4197","A Gentleman in Moscow: A Novel","Very enjoyable read!","Hal Shearer","0143110438","R2QOBCE503D7G","1555655357","I'm still reading it but full of twists which are logical and feel very human, easy to relate to the characters as well.  As someone who spent time in the early '90s in Moscow and stayed at the Metropol, it brought back some great memories for me as well.",5
"4198","A Gentleman in Moscow: A Novel","Great book!!","Helen M. Healy","0143110438","R1VGYYYWDC7CJG","1555655417","This was one of the best books I've ever read. It was light and funny without being trite or superficial.",5
"4199","The Home Edit: A Guide to Organizing and Realizing Your House Goals (Includes Refrigerator Labels)","Literally life changing","LeahH","525572643","R34BT66ZMKZ80U","1555655479","Never thought a book about organizing would be interesting, hilarious, beautiful, and life changing...but this one is. A pantry can be functional AND PRETTY. Taking everything out of cardboard boxes and placing them in labeled baskets and lucite turn tables? Yes please. Never have I ever taken such joy in putting an “every day” drawer together in my bathroom for eye pleasing grab and go items. The labels included in the book are upping my fridge game. Now even my coffee table is prettier with the rainbow tabbbed pages in the book! Thanks for making my house pretty and organized. Well. Done. Ladies. <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>",5
"4200","Pet Sematary: A Novel","Movie couldn't touch it","William A. Wilson","198211598X","R13OQAB8LAVD40","1555655497","My whole life I've endured friends talk about ""redrum"" or describe Jack Nicholson's eyebrows during the famous ""Here's Johnny"" monologue. But purely on principle, I never sat in front of the movie. I promised myself I would read the book first, so I could further appreciate a film everyone but I had seen.So after finishing King's nearly 700 pages during three nights in an ancient apartment in early December, I sauntered over to the video store.Three hours later, I wondered what the big deal was.While reading the book, I shuddered every time the phone rang in my bedroom or the heater awoke copper pipes in my building. After stretches of 200 pages or more, I held the book closed in my lap for 20 minutes before I could sleep, convincing myself that I was not Jack, that I was not Danny. In the book, the ghosts are spooky and the tension is startling. But what is most chilling, what kept me turning at 4 and 5 a.m., were images such as Jack's mother on the kitchen floor, wasps under burning leaves, a mangled bike tire in the rear-view mirror and the bitter taste lingering during an Excedrin buzz.Save the two pale twins in the movie, I was unaffected. Bored.I wondered why 217 was 237, why a gin martini was bourbon on the rocks, why Danny's broken arm was a dislocated shoulder. It was, at best, annoying. I suppose a lot is determined on what is experienced first: the movie or the novel. Still, I will forever remember reading The Shining. I have already forgotten Jack Nicholson.",5
"4201","Life Will Be the Death of Me: . . . and you too!","Her writing is truthful and hilarious.","mr freeze","0525511776","RTMS3YN3GVZ0T","1555655513","I laughed hard and cried equally hard, as I thought about my own childhood and death of my brother. I am definitely an 8 as well. I learned a lot of insight into therapy. Keep writing Chelsea, don't ever stop!",5
"4206","A Gentleman in Moscow: A Novel","Best of Historical Fiction!","Christina Kearney","0143110438","RN9CAK4SNUNL0","1555655897","Count Rostov is a most endearing character and I was immediately drawn in.  This book makes you feel like an intimate part of his life as you watch his relationships evolve at the Metropol.  I love historical fiction and this is the best of the category!  There is history, humor and many moments that just warm your heart.",5
"4209","A Gentleman in Moscow: A Novel","I like mystery and a plot and felt this had neither","William R. Coffman","0143110438","R1LTBM4XOXSIT2","1555656137","just could not get into this book. I like mystery and a plot and felt this had neither, but a lot of people I know loved it",2
"4213","A Gentleman in Moscow: A Novel","Excellent book!","LBR","0143110438","R1HIDZACHOIUY1","1555656677","Character development is up there with the best.  But more than that, he has woven a sense of place and time seamlessly so that you feel as if you are there. It is an historical, emotional story of educated,witty, erudite, loving, humane, brave man  entangled in a brutal, dehumanizing revolution.",5
"4214","The Woman in the Window: A Novel","Keeps one guessing.","MSM","62678426","R1OYXZ4XS7KMR6","1555656692","Although I had figured out some of the intrigue, this story has twists and turns that constantly surprise.  Don't miss the ending!",5
